ID,Providers_08_09,Providers_09_10,Providers_10_11,Providers_11_12,Providers_12_13,Providers_13_14,Providers_14_15,Providers_15_16,Providers_16_17,Providers_17_18,Providers_18_19,Providers_19_20,Providers_20_21,Providers_21_22
NNH04,,,,,,Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) (NNH04),Optegra (Manchester Eye Hospital) - (NNH04),Optegra (Manchester Eye Hospital),Optegra (Manchester Eye Hospital)
NNH05,,,,,,,,,,,Optegra (Birmingham Eye Hospital) (NNH05),Optegra (Birmingham Eye Hospital) - (NNH05),Optegra (Birmingham Eye Hospital),Optegra (Birmingham Eye Hospital)
NNH06,,,,,,,,,,,Optegra (Solent Eye Hospital) (NNH06),Optegra (Solent Eye Hospital) - (NNH06),Optegra (Solent Eye Hospital),Optegra (Solent Eye Hospital)
NNH07,,,,,,,,,,,Optegra London Eye Hospital (NNH07),Optegra London Eye Hospital - (NNH07),Optegra London Eye Hospital,Optegra London Eye Hospital
NNQ01,,,,BRAINTREE CLINICAL SERVICES LTD,Braintree Community Hospital,Braintree Community Hospital (NNQ01),Braintree Community Hospital (NNQ01),Braintree Community Hospital (NNQ01),,,,,,
NNV01,,,,,Your Healthcare (Hollyfield House),Your Healthcare (Hollyfield House) (NNV01),,,,,,,Your Healthcare (Hollyfield House),Your Healthcare (Hollyfield House)
NNV2J,,,,,,,,,,,,,Teddington Memorial Hospital,Teddington Memorial Hospital
NPG01,,,,SPAMEDICA (CITYGATE),Spamedica (Citygate),Spamedica (Citygate) (NPG01),Spamedica (Citygate) (NPG01),Spamedica (Citygate) (NPG01),Spamedica (Citygate) (NPG01),Spamedica (Manchester) (NPG01),Spamedica (Manchester) (NPG01),Spamedica (Manchester) - (NPG01),Spamedica (Manchester),Spamedica Manchester
NPG02,,,,,,,,,,Spamedica (Birkenhead) (NPG02),Spamedica (Birkenhead) (NPG02),Spamedica (Birkenhead) - (NPG02),Spamedica (Wirral),Spamedica Wirral
NPG05,,,,,,,,,,Spamedica - Newton-Le-Willows (NPG05),Spamedica - Newton-Le-Willows (NPG05),Spamedica - Newton-Le-Willows - (NPG05),,
NPG06,,,,,,,,,,Spamedica Liverpool (NPG06),Spamedica Liverpool (NPG06),Spamedica Liverpool - (NPG06),Spamedica Liverpool,Spamedica Liverpool
NPG07,,,,,,,,,,Spamedica Eye Hospital (Wakefield) (NPG07),Spamedica Eye Hospital (Wakefield) (NPG07),Spamedica Eye Hospital (Wakefield) - (NPG07),Spamedica Eye Hospital (Wakefield),Spamedica Eye Hospital (Wakefield)
NPG08,,,,,,,,,,,Spamedica (Bolton) (NPG08),Spamedica (Bolton) - (NPG08),Spamedica (Bolton),Spamedica Bolton
NPG10,,,,,,,,,,,Spamedica (Sheffiled) (NPG10),Spamedica (Sheffiled) - (NPG10),Spamedica (Sheffiled),Spamedica Sheffield
NPG11,,,,,,,,,,,Spamedica (Birmingham) (NPG11),Spamedica (Birmingham) - (NPG11),Spamedica (Birmingham),Spamedica Birmingham
NPG12,,,,,,,,,,,Spamedica (Bradford) (NPG12),Spamedica Eccleshill Treatment Centre - (NPG12),Spamedica Eccleshill Treatment Centre,Spamedica Eccleshill Treatment Centre
NPG13,,,,,,,,,,,Spamedica - Skelmersdale (NPG13),Spamedica - Skelmersdale - (NPG13),Spamedica - Skelmersdale,Spamedica Skelmersdale
NPG14,,,,,,,,,,,,Spamedica Widnes - (NPG14),Spamedica Widnes,Spamedica Widnes
NPG15,,,,,,,,,,,,Spamedica Newcastle-Under-Lyme - (NPG15),Spamedica Newcastle-Under-Lyme,Spamedica Newcastle-Under-Lyme
NPG16,,,,,,,,,,,,Spamedica Chelmsford - (NPG16),Spamedica Chelmsford,Spamedica Chelmsford
NPG17,,,,,,,,,,,,Spamedica Preston - (NPG17),Spamedica Preston,Spamedica Preston
NPG18,,,,,,,,,,,,Spamedica Hull - (NPG18),Spamedica Hull,Spamedica Hull
NPG19,,,,,,,,,,,,Spamedica Bedford - (NPG19),Spamedica Bedford,Spamedica Bedford
NPG20,,,,,,,,,,,,Spamedica Wolverhampton - (NPG20),Spamedica Wolverhampton,Spamedica Wolverhampton
NPG21,,,,,,,,,,,,,Spamedica Coventry,Spamedica Coventry
NPG22,,,,,,,,,,,,,Spamedica Stockton-On-Tees,Spamedica Stockton-On-Tees
NPG23,,,,,,,,,,,,,Spamedica Derby,Spamedica Derby
NQ106,,,,,Fryatt Hospital,Fryatt Hospital (NQ106),Fryatt Hospital (NQ106),Fryatt Hospital (NQ106),Fryatt Hospital (NQ106),Fryatt Hospital (NQ106),Fryatt Hospital (NQ106),Fryatt Hospital - (NQ106),Fryatt Hospital,Fryatt Hospital
NQ108,,,,,Clacton Hospital,Clacton Hospital (NQ108),Clacton Hospital (NQ108),Clacton Hospital (NQ108),Clacton Hospital (NQ108),Clacton Hospital (NQ108),Clacton Hospital (NQ108),Clacton Hospital - (NQ108),Clacton Hospital,Clacton Hospital
NQ713,,,,ST BARTHOLOMEW's HOSPITAL (ROCHESTER),St Bartholomew's Hospital (Rochester),St Bartholomew's Hospital (Rochester) (NQ713),St Bartholomew's Hospital (Rochester) (NQ713),St Bartholomew's Hospital (Rochester) (NQ713),St Bartholomew's Hospital (Rochester) (NQ713),St Bartholomew's Hospital (Rochester) (NQ713),St Bartholomew's Hospital (Rochester) (NQ713),,,
NQ719,,,,WISDOM HOSPICE,Wisdom Hospice,Wisdom Hospice (NQ719),Wisdom Hospice (NQ719),Wisdom Hospice (NQ719),Wisdom Hospice (NQ719),Wisdom Hospice (NQ719),Wisdom Hospice (NQ719),,,
NQ738,,,,,,,,,,Darent Valley Hospital (NQ738),Darent Valley Hospital (NQ738),Darent Valley Hospital - (NQ738),,
NQA20,,,,,,,,,,,,,Braintree Community Hospital,Braintree Community Hospital
NQA31,,,,ST PETER's HOSPITAL,,,St Peter's Hospital (NQA31),St Peter's Hospital (NQA31),,,,,,
NQA34,,,,,Halstead Clinic,Halstead Clinic (NQA34),,,,,,,,
NQH09,,,,,,,,,,,,,Novus Health (College Lane Surgery),Novus Health (College Lane Surgery)
NQH25,,,,,,,,,,,,Novus Health (Sandal Castle Medical Centre) - (NQH25),Novus Health (Sandal Castle Medical Centre),Novus Health (Sandal Castle Medical Centre)
NQL01,,,,NAVIGO HQ,Navigo HQ,Navigo Hq (NQL01),Navigo Hq (NQL01),Navigo Hq (NQL01),,,,,,
NQM01,,,,,,,,,,,Orthopaedics & Spine Specialist Hospital Site (NQM01),Orthopaedics & Spine Specialist Hospital Site - (NQM01),Orthopaedics & Spine Specialist Hospital Site,Orthopaedics & Spine Specialist Hospital Site
NQT5H,,,,,,,,,,,Paulton Memorial Hospital (NQT5H),Paulton Memorial Hospital - (NQT5H),Paulton Memorial Hospital,Paulton Memorial Hospital
NQT5K,,,,,,,,,,,St Martins Hospital (NQT5K),St Martins Hospital - (NQT5K),St Martins Hospital,St Martins Hospital
NR501,,,,PLYMOUTH COMMUNITY HEALTHCARE,Plymouth Community Healthcare,Plymouth Community Healthcare (Cic) (NR501),Plymouth Community Healthcare (Cic) (NR501),Plymouth Community Healthcare (Cic) (NR501),Plymouth Community Healthcare (Cic) (NR501),Livewell Southwest (NR501),Livewell Southwest (NR501),Livewell Southwest - (NR501),Livewell Southwest,Livewell Southwest
NR505,,,,,,,,,,,Derriford Hospital Clinic (NR505),Derriford Hospital Clinic - (NR505),Derriford Hospital Clinic,Derriford Hospital Clinic
NR510,,,,,,Lee Mill Unit (NR510),Lee Mill Unit (NR510),Lee Mill Unit (NR510),,,,,,
NR511,,,,,,Syrena House (NR511),,,,,,,,
NR515,,,,,,Glenbourne (NR515),Glenbourne (NR515),Glenbourne (NR515),,,,,,
NR525,,,,,,,,,,Tavistock Hospital (NR525),Tavistock Hospital (NR525),Tavistock Hospital - (NR525),Tavistock Hospital,Tavistock Hospital
NR526,,,,,,,,,,South Hams (Kingsbridge) Hospital (NR526),South Hams (Kingsbridge) Hospital (NR526),South Hams (Kingsbridge) Hospital - (NR526),South Hams (Kingsbridge) Hospital,South Hams (Kingsbridge) Hospital
NR527,,,,,,Mount Gould Hospital (NR527),Mount Gould Hospital (NR527),Mount Gould Hospital (NR527),Mount Gould Hospital (NR527),Mount Gould Hospital (NR527),Mount Gould Hospital (NR527),Mount Gould Hospital - (NR527),Mount Gould Hospital,Mount Gould Hospital
NR535,,,,,,Plym Bridge House (NR535),Plym Bridge House (NR535),Plym Bridge House (NR535),,,,,,
NRF04,,,,SOECIC (SOUTHWICK HILL ROAD),SOECIC (SOUTHWICK HILL ROAD),,,,,,,,,
NT202,,,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL","NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL","Nuffield Health, Bournemouth Hospital","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital (NT202)","Nuffield Health, Bournemouth Hospital - (NT202)","Nuffield Health, Bournemouth Hospital","Nuffield Health, Bournemouth Hospital"
NT204,,,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL","NUFFIELD HEALTH, BRENTWOOD HOSPITAL","Nuffield Health, Brentwood Hospital","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital (NT204)","Nuffield Health, Brentwood Hospital - (NT204)","Nuffield Health, Brentwood Hospital","Nuffield Health, Brentwood Hospital"
NT205,,,,"NUFFIELD HEALTH, BRIGHTON HOSPITAL","Nuffield Health, Brighton Hospital","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital (NT205)","Nuffield Health, Brighton Hospital - (NT205)","Nuffield Health, Brighton Hospital","Nuffield Health, Brighton Hospital"
NT206,,,,,,"Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) (NT206)","Nuffield Health, Bristol Hospital (Chesterfield) - (NT206)","Nuffield Health, Bristol Hospital (Chesterfield)","Nuffield Health, Bristol Hospital (Chesterfield)"
NT207,,,,"NUFFIELD HEALTH, BRISTOL HOSPITAL (ST MARY's)","Nuffield Health, Bristol Hospital (St Mary's)","Nuffield Health, Bristol Hospital (St Mary's) (NT207)",,,,,,,,
NT209,,,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL","NUFFIELD HEALTH, CAMBRIDGE HOSPITAL","Nuffield Health, Cambridge Hospital","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital (NT209)","Nuffield Health, Cambridge Hospital - (NT209)","Nuffield Health, Cambridge Hospital","Nuffield Health, Cambridge Hospital"
NT210,,,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER","NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER","Nuffield Health, The Grosvenor Hospital, Chester","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester (NT210)","Nuffield Health, The Grosvenor Hospital, Chester - (NT210)","Nuffield Health, The Grosvenor Hospital, Chester","Nuffield Health, The Grosvenor Hospital, Chester"
NT211,,,,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL","Nuffield Health, Cheltenham Hospital","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital (NT211)","Nuffield Health, Cheltenham Hospital - (NT211)","Nuffield Health, Cheltenham Hospital","Nuffield Health, Cheltenham Hospital"
NT212,,,"NUFFIELD HEALTH, CHICHESTER HOSPITAL","NUFFIELD HEALTH, CHICHESTER HOSPITAL","Nuffield Health, Chichester Hospital","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital (NT212)","Nuffield Health, Chichester Hospital - (NT212)","Nuffield Health, Chichester Hospital","Nuffield Health, Chichester Hospital"
NT213,,,"NUFFIELD HEALTH, DERBY HOSPITAL","NUFFIELD HEALTH, DERBY HOSPITAL","Nuffield Health, Derby Hospital","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital (NT213)","Nuffield Health, Derby Hospital - (NT213)","Nuffield Health, Derby Hospital","Nuffield Health, Derby Hospital"
NT214,,,,"NUFFIELD HEALTH, WESSEX HOSPITAL","Nuffield Health, Wessex Hospital","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital (NT214)","Nuffield Health, Wessex Hospital - (NT214)","Nuffield Health, Wessex Hospital","Nuffield Health, Wessex Hospital"
NT215,,,"NUFFIELD HEALTH, EXETER HOSPITAL","NUFFIELD HEALTH, EXETER HOSPITAL","Nuffield Health, Exeter Hospital","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital (NT215)","Nuffield Health, Exeter Hospital - (NT215)","Nuffield Health, Exeter Hospital","Nuffield Health, Exeter Hospital"
NT216,,,,,,,,,,,,,"Nuffield Health, Guildford Hospital","Nuffield Health, Guildford Hospital"
NT218,,,,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL","Nuffield Health, Haywards Heath Hospital","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital (NT218)","Nuffield Health, Haywards Heath Hospital - (NT218)","Nuffield Health, Haywards Heath Hospital","Nuffield Health, Haywards Heath Hospital"
NT219,,,"NUFFIELD HEALTH, HEREFORD HOSPITAL","NUFFIELD HEALTH, HEREFORD HOSPITAL","Nuffield Health, Hereford Hospital","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital (NT219)","Nuffield Health, Hereford Hospital - (NT219)","Nuffield Health, Hereford Hospital","Nuffield Health, Hereford Hospital"
NT221,,,,,,,,,,,,,,
NT222,,,"NUFFIELD HEALTH, IPSWICH HOSPITAL","NUFFIELD HEALTH, IPSWICH HOSPITAL","Nuffield Health, Ipswich Hospital","Nuffield Health, Ipswich Hospital (NT222)","Nuffield Health, Ipswich Hospital (NT222)","Nuffield Health, Ipswich Hospital (NT222)","Nuffield Health, Ipswich Hospital (NT222)",,,,"Nuffield Health, Ipswich Hospital","Nuffield Health, Ipswich Hospital"
NT224,,,,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL","Nuffield Health, Warwickshire Hospital","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital (NT224)","Nuffield Health, Warwickshire Hospital - (NT224)","Nuffield Health, Warwickshire Hospital","Nuffield Health, Warwickshire Hospital"
NT225,,,"NUFFIELD HEALTH, LEEDS HOSPITAL","NUFFIELD HEALTH, LEEDS HOSPITAL","Nuffield Health, Leeds Hospital","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital (NT225)","Nuffield Health, Leeds Hospital - (NT225)","Nuffield Health, Leeds Hospital","Nuffield Health, Leeds Hospital"
NT226,,,"NUFFIELD HEALTH, LEICESTER HOSPITAL","NUFFIELD HEALTH, LEICESTER HOSPITAL","Nuffield Health, Leicester Hospital","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital (NT226)","Nuffield Health, Leicester Hospital - (NT226)","Nuffield Health, Leicester Hospital","Nuffield Health, Leicester Hospital"
NT229,,,"NUFFIELD HEALTH, NEWCASTLE-UPON-TYNE HOSPITAL","NUFFIELD HEALTH, NEWCASTLE-UPON-TYNE HOSPITAL","Nuffield Health, Newcastle-Upon-Tyne Hospital","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital - (NT229)","Nuffield Health, Newcastle Upon Tyne Hospital","Nuffield Health, Newcastle Upon Tyne Hospital"
NT230,,,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL","NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL","Nuffield Health, North Staffordshire Hospital","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital (NT230)","Nuffield Health, North Staffordshire Hospital - (NT230)","Nuffield Health, North Staffordshire Hospital","Nuffield Health, North Staffordshire Hospital"
NT233,"Nuffield Health, Plymouth Hospital","Nuffield Health, Plymouth Hospital","NUFFIELD HEALTH, PLYMOUTH HOSPITAL","NUFFIELD HEALTH, PLYMOUTH HOSPITAL","Nuffield Health, Plymouth Hospital","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital (NT233)","Nuffield Health, Plymouth Hospital - (NT233)","Nuffield Health, Plymouth Hospital","Nuffield Health, Plymouth Hospital"
NT235,,,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL","NUFFIELD HEALTH, SHREWSBURY HOSPITAL","Nuffield Health, Shrewsbury Hospital","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital (NT235)","Nuffield Health, Shrewsbury Hospital - (NT235)","Nuffield Health, Shrewsbury Hospital","Nuffield Health, Shrewsbury Hospital"
NT237,,,"NUFFIELD HEALTH, TEES HOSPITAL","NUFFIELD HEALTH, TEES HOSPITAL","Nuffield Health, Tees Hospital","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital (NT237)","Nuffield Health, Tees Hospital - (NT237)","Nuffield Health, Tees Hospital","Nuffield Health, Tees Hospital"
NT238,,,"NUFFIELD HEALTH, TAUNTON HOSPITAL","NUFFIELD HEALTH, TAUNTON HOSPITAL","Nuffield Health, Taunton Hospital","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital (NT238)","Nuffield Health, Taunton Hospital - (NT238)","Nuffield Health, Taunton Hospital","Nuffield Health, Taunton Hospital"
NT239,,,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL","NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL","Nuffield Health, Tunbridge Wells Hospital","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital (NT239)","Nuffield Health, Tunbridge Wells Hospital - (NT239)","Nuffield Health, Tunbridge Wells Hospital","Nuffield Health, Tunbridge Wells Hospital"
NT241,,,"NUFFIELD HEALTH, WOKING HOSPITAL","NUFFIELD HEALTH, WOKING HOSPITAL","Nuffield Health, Woking Hospital","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital (NT241)","Nuffield Health, Woking Hospital - (NT241)","Nuffield Health, Woking Hospital","Nuffield Health, Woking Hospital"
NT242,,,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL","NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL","Nuffield Health, Wolverhampton Hospital","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital (NT242)","Nuffield Health, Wolverhampton Hospital - (NT242)","Nuffield Health, Wolverhampton Hospital","Nuffield Health, Wolverhampton Hospital"
NT244,,,NUFFIELD HOSPITAL OXFORD (THE MANOR),NUFFIELD HOSPITAL OXFORD (THE MANOR),Nuffield Hospital Oxford (The Manor),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) (NT244),Nuffield Hospital Oxford (The Manor) - (NT244),Nuffield Hospital Oxford (The Manor),Nuffield Hospital Oxford (The Manor)
NT245,,,"NUFFIELD HEALTH, YORK HOSPITAL","NUFFIELD HEALTH, YORK HOSPITAL","Nuffield Health, York Hospital","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital (NT245)","Nuffield Health, York Hospital - (NT245)","Nuffield Health, York Hospital","Nuffield Health, York Hospital"
NT255,,,,,,,,,,,The Vale Hospital (NT255),,The Vale Hospital,"Nuffield Health, The Vale Hospital"
