ID,Name,National Grouping,Higher Health Authority,Opened,Closed,Address
NT405,Independent Sector H/c Provider Site - BISHOPS WOOD HOSPITAL (NT405),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,RICKMANSWORTH ROAD NORTHWOOD MIDDLESEX HA6 2JW
NT406,Independent Sector H/c Provider Site - BLACKHEATH HOSPITAL (NT406),Y56 LONDON COMMISSIONING REGION,QKK NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,40-42 LEE TERRACE LONDON GREATER LONDON SE3 9UD
NT407,Independent Sector H/c Provider Site - BMI - CHATSWORTH SUITE (NT407),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76 NHS ENGLAND MIDLANDS (NORTH MIDLANDS),1/10/2003,28/02/2017,CHESTERFIELD ROAD CALOW CHESTERFIELD DERBYSHIRE S44 5BL
NT408,Independent Sector H/c Provider Site - CHAUCER HOSPITAL (NT408),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,NACKINGTON ROAD CANTERBURY KENT CT4 7AR
NT409,Independent Sector H/c Provider Site - CHELSFIELD PARK HOSPITAL (NT409),Y56 LONDON COMMISSIONING REGION,QKK NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,BUCKS CROSS ROAD ORPINGTON KENT BR6 7RG
NT410,Independent Sector H/c Provider Site - CHILTERN HOSPITAL (NT410),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2003,N/A,LONDON ROAD GREAT MISSENDEN BUCKINGHAMSHIRE HP16 0EN
NT411,Independent Sector H/c Provider Site - CLEMENTINE CHURCHILL HOSPITAL (NT411),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,SUDBURY HILL HARROW MIDDLESEX HA1 3RX
NT412,Independent Sector H/c Provider Site - DROITWICH SPA HOSPITAL (NT412),Y60 MIDLANDS COMMISSIONING REGION,QGH NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,ST. ANDREWS ROAD DROITWICH WORCESTERSHIRE WR9 8DN
NT413,Independent Sector H/c Provider Site - BMI - THE ESPERANCE HOSPITAL (NT413),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,31/01/2022,1 HARTINGTON PLACE EASTBOURNE EAST SUSSEX BN21 3BG
NT414,Independent Sector H/c Provider Site - BMI - FAWKHAM MANOR HOSPITAL (NT414),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,31/01/2022,MANOR LANE FAWKHAM LONGFIELD KENT DA3 8ND
NT415,Independent Sector H/c Provider Site - BMI - THE FOSCOTE HOSPITAL (NT415),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q69 THAMES VALLEY AREA TEAM,1/10/2003,30/11/2014,2 FOSCOTE RISE BANBURY OXFORDSHIRE OX16 9XP
NT416,Independent Sector H/c Provider Site - HENDON HOSPITAL (NT416),Y56 LONDON COMMISSIONING REGION,QMJ NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,46-50 SUNNY GARDENS ROAD LONDON GREATER LONDON NW4 1RP
NT417,Independent Sector H/c Provider Site - GORING HALL HOSPITAL (NT417),Y59 SOUTH EAST COMMISSIONING REGION,QNX NHS SUSSEX INTEGRATED CARE BOARD,1/10/2003,N/A,BODIAM AVENUE GORING-BY-SEA WORTHING WEST SUSSEX BN12 5AT
NT418,Independent Sector H/c Provider Site - HAMPSHIRE CLINIC (NT418),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/10/2003,N/A,BASING ROAD OLD BASING BASINGSTOKE HAMPSHIRE RG24 7AL
NT419,Independent Sector H/c Provider Site - HARBOUR HOSPITAL (NT419),Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/10/2003,N/A,ST. MARYS ROAD POOLE DORSET BH15 2BH
NT420,Independent Sector H/c Provider Site - HIGHFIELD HOSPITAL (NT420),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2003,N/A,MANCHESTER ROAD ROCHDALE LANCASHIRE OL11 4LZ
NT421,Independent Sector H/c Provider Site - KINGS OAK HOSPITAL (NT421),Y56 LONDON COMMISSIONING REGION,QMJ NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,THE RIDGEWAY ENFIELD MIDDLESEX EN2 8SD
NT422,Independent Sector H/c Provider Site - LONDON INDEPENDENT HOSPITAL (NT422),Y56 LONDON COMMISSIONING REGION,QMF NHS NORTH EAST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,1 BEAUMONT SQUARE LONDON GREATER LONDON E1 4NL
NT423,Independent Sector H/c Provider Site - MANOR HOSPITAL (NT423),Y61 EAST OF ENGLAND COMMISSIONING REGION,"QHG NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1/10/2003,N/A,CHURCH END BIDDENHAM BEDFORD BEDFORDSHIRE MK40 4AW
NT424,Independent Sector H/c Provider Site - MERIDEN HOSPITAL (NT424),Y60 MIDLANDS COMMISSIONING REGION,QWU NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,UNIVERSITY HOSPITAL SITE CLIFFORD BRIDGE ROAD COVENTRY WEST MIDLANDS CV2 2LQ
NT425,Independent Sector H/c Provider Site - BMI - THE NUNEATON PRIVATE HOSPITAL (NT425),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q77 NHS ENGLAND MIDLANDS (WEST MIDLANDS),1/10/2003,28/02/2017,132 COVENTRY ROAD NUNEATON WARWICKSHIRE CV10 7AD
NT427,Independent Sector H/c Provider Site - PARK HOSPITAL (NT427),Y60 MIDLANDS COMMISSIONING REGION,QT1 NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,SHERWOOD LODGE DRIVE BURNTSTUMP COUNTRY PARK ARNOLD NOTTINGHAM NOTTINGHAMSHIRE NG5 8RX
NT428,Independent Sector H/c Provider Site - PRINCESS MARGARET HOSPITAL (NT428),Y59 SOUTH EAST COMMISSIONING REGION,QNQ NHS FRIMLEY INTEGRATED CARE BOARD,1/10/2003,N/A,OSBORNE ROAD WINDSOR BERKSHIRE SL4 3SJ
NT429,Independent Sector H/c Provider Site - PRIORY HOSPITAL (NT429),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/10/2003,N/A,PRIORY ROAD EDGBASTON BIRMINGHAM WEST MIDLANDS B5 7UG
NT430,Independent Sector H/c Provider Site - RIDGEWAY HOSPITAL (NT430),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/10/2003,N/A,MOORMEAD ROAD WROUGHTON SWINDON WILTSHIRE SN4 9DD
NT431,Independent Sector H/c Provider Site - RUNNYMEDE HOSPITAL (NT431),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2003,N/A,GUILDFORD ROAD OTTERSHAW CHERTSEY SURREY KT16 0RQ
NT432,Independent Sector H/c Provider Site - BMI - THE SANDRINGHAM HOSPITAL (NT432),Y61 EAST OF ENGLAND COMMISSIONING REGION,QMM NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1/10/2003,31/01/2022,GAYTON ROAD KING'S LYNN NORFOLK PE30 4HJ
NT433,Independent Sector H/c Provider Site - SARUM ROAD HOSPITAL (NT433),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/10/2003,N/A,SARUM ROAD WINCHESTER HAMPSHIRE SO22 5HA
NT434,Independent Sector H/c Provider Site - SAXON CLINIC (NT434),Y61 EAST OF ENGLAND COMMISSIONING REGION,"QHG NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1/10/2003,N/A,CHADWICK DRIVE EAGLESTONE WEST MILTON KEYNES BUCKINGHAMSHIRE MK6 5LR
NT435,Independent Sector H/c Provider Site - SHELBURNE HOSPITAL (NT435),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2003,N/A,QUEEN ALEXANDRA ROAD HIGH WYCOMBE BUCKINGHAMSHIRE HP11 2TR
NT436,Independent Sector H/c Provider Site - SHIRLEY OAKS HOSPITAL (NT436),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,POPPY LANE CROYDON SURREY CR9 8AB
NT437,Independent Sector H/c Provider Site - SLOANE HOSPITAL (NT437),Y56 LONDON COMMISSIONING REGION,QKK NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1/10/2003,N/A,ALBEMARLE ROAD BECKENHAM KENT BR3 5HS
NT438,Independent Sector H/c Provider Site - BMI - THE SOMERFIELD HOSPITAL (NT438),Y59 SOUTH EAST COMMISSIONING REGION,"Q88 NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",1/10/2003,31/08/2019,63-77 LONDON ROAD MAIDSTONE KENT ME16 0DU
NT439,Independent Sector H/c Provider Site - BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL (NT439),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2003,31/01/2022,LEIGHTON CREWE CHESHIRE CW1 4QP
NT440,Independent Sector H/c Provider Site - THORNBURY HOSPITAL (NT440),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,312 FULWOOD ROAD SHEFFIELD SOUTH YORKSHIRE S10 3BR
NT441,Independent Sector H/c Provider Site - THREE SHIRES HOSPITAL (NT441),Y60 MIDLANDS COMMISSIONING REGION,QPM NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1/10/2003,N/A,THE AVENUE CLIFTONVILLE NORTHAMPTON NORTHAMPTONSHIRE NN1 5DR
NT443,Independent Sector H/c Provider Site - WINTERBOURNE HOSPITAL (NT443),Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/10/2003,N/A,HERRINGSTON ROAD DORCHESTER DORSET DT1 2DR
NT445,Independent Sector H/c Provider Site - EDGBASTON HOSPITAL (NT445),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,17/01/2008,N/A,22 SOMERSET ROAD EDGBASTON BIRMINGHAM WEST MIDLANDS B15 2QQ
NT446,Independent Sector H/c Provider Site - ST EDMUNDS HOSPITAL (NT446),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,17/01/2008,N/A,ST. MARYS SQUARE BURY ST. EDMUNDS SUFFOLK IP33 2AA
NT447,Independent Sector H/c Provider Site - DUCHY HOSPITAL (NT447),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,17/01/2008,N/A,QUEENS ROAD HARROGATE NORTH YORKSHIRE HG2 0HF
NT448,Independent Sector H/c Provider Site - HUDDERSFIELD HOSPITAL (NT448),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,17/01/2008,N/A,BIRKBY HALL ROAD HUDDERSFIELD HD2 2BL
NT449,Independent Sector H/c Provider Site - LANCASTER HOSPITAL (NT449),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,17/01/2008,N/A,MEADOWSIDE LANCASTER LANCASHIRE LA1 3RH
NT450,Independent Sector H/c Provider Site - LINCOLN HOSPITAL (NT450),Y60 MIDLANDS COMMISSIONING REGION,QJM NHS LINCOLNSHIRE INTEGRATED CARE BOARD,17/01/2008,N/A,NETTLEHAM ROAD LINCOLN LINCOLNSHIRE LN2 1QU
NT451,Independent Sector H/c Provider Site - CAVELL HOSPITAL (NT451),Y56 LONDON COMMISSIONING REGION,QMJ NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,17/01/2008,N/A,CAVELL DRIVE ENFIELD MIDDLESEX EN2 7PR
NT455,Independent Sector H/c Provider Site - MOUNT ALVERNIA HOSPITAL (NT455),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2007,N/A,46 HARVEY ROAD GUILDFORD SURREY GU1 3LX
NT456,Independent Sector H/c Provider Site - BMI THE CASTLE CONSULTING CENTRE (NT456),Y55 MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,Q76 NHS ENGLAND MIDLANDS (NORTH MIDLANDS),1/8/2008,28/02/2017,63-64 LONG ROW NOTTINGHAM NOTTINGHAMSHIRE NG1 6JE
NT457,Independent Sector H/c Provider Site - WOODLANDS HOSPITAL (NT457),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,28/10/2008,N/A,MORTON PARK WAY DARLINGTON COUNTY DURHAM DL1 4PL
NT490,Independent Sector H/c Provider Site - SOUTHEND PRIVATE HOSPITAL (NT490),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/4/2010,N/A,15-17 FAIRFAX DRIVE WESTCLIFF-ON-SEA ESSEX SS0 9AG
NT495,Independent Sector H/c Provider Site - BMI FITZROY SQUARE (NT495),Y56 LONDON COMMISSIONING REGION,Q71 NHS ENGLAND LONDON,1/4/2010,28/02/2017,14 FITZROY SQUARE LONDON GREATER LONDON W1T 6AH
NT497,Independent Sector H/c Provider Site - BMI GISBURNE PARK HOSPITAL (NT497),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2010,31/01/2022,GISBURN PARK ESTATE GISBURN CLITHEROE LANCASHIRE BB7 4HX
NT501,Independent Sector H/c Provider Site - PENINSULA NHS TREATMENT CENTRE (NT501),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q39 SOUTH WEST STRATEGIC HEALTH AUTHORITY,1/10/2003,31/10/2010,C/O CARE UK 20 BREST ROAD PLYMOUTH DEVON PL6 5XP
NT502,Independent Sector H/c Provider Site - BARLBOROUGH NHS TREATMENT CENTRE (NT502),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q33 EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,1/10/2003,31/10/2010,C/O CARE UK 2 LINDRICK WAY BARLBOROUGH CHESTERFIELD DERBYSHIRE S43 4XE
NT503,Independent Sector H/c Provider Site - MID KENT NHS TREATMENT CENTRE (NT503),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q37 SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,1/10/2003,31/10/2010,C/0 CARE UK MAIDSTONE DISTRICT HOSPITAL HERMITAGE LANE MAIDSTONE KENT ME16 9QQ
NT506,Independent Sector H/c Provider Site - NORTH EAST LONDON NHS TREATMENT CENTRE (NT506),Y53 THE LONDON PROGRAMME FOR IT (LPFIT),Q36 LONDON STRATEGIC HEALTH AUTHORITY,1/10/2006,30/06/2009,C/O CARE UK KING GEORGE HOSPITAL BARLEY LANE ILFORD ESSEX IG3 8YB
NT507,Independent Sector H/c Provider Site - SOUTHAMPTON NHS TREATMENT CENTRE (NT507),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q38 SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,1/4/2008,31/10/2010,C/O CARE UK - LEVEL C ROYAL SOUTH HANTS HOSPITAL GRAHAM ROAD SOUTHAMPTON HAMPSHIRE SO14 0YG
NT602,Independent Sector H/c Provider Site - WILL ADAMS NHS TREATMENT CENTRE (NT602),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q37 SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,1/4/2005,31/10/2010,C/O CARE UK BEECHINGS WAY GILLINGHAM KENT ME8 6AD
NT603,Independent Sector H/c Provider Site - ST MARY'S NHS TREATMENT CENTRE (NT603),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q38 SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,1/4/2005,31/10/2010,C/O CARE UK MILTON ROAD PORTSMOUTH HAMPSHIRE PO3 6DW
NT604,Independent Sector H/c Provider Site - SUSSEX ORTHOPAEDIC NHS TREATMENT CENTRE (NT604),Y52 THE SOUTHERN PROGRAMME FOR IT (SPFIT),Q37 SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,1/4/2005,31/10/2010,C/O CARE UK THE PRINCESS ROYAL HOSPITAL LEWES ROAD HAYWARDS HEATH WEST SUSSEX RH16 4EX
NT701,Independent Sector H/c Provider Site - MAIDSTONE HOSPITAL (NT701),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,HERMITAGE LANE MAIDSTONE KENT ME16 9QQ
NT702,Independent Sector H/c Provider Site - ST MARTIN'S HOSPITAL (NT702),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2003,N/A,LITTLEBOURNE ROAD CANTERBURY KENT CT1 1TD
NT706,Independent Sector H/c Provider Site - RIVERMEAD LEISURE CENTRE (NT706),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/10/2003,N/A,ABINGDON ROAD OXFORD OXFORDSHIRE OX1 4XD
NT714,Independent Sector H/c Provider Site - GREATER MANCHESTER SURGICAL CENTRE (NT714),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2005,N/A,TRAFFORD GENERAL HOSPITAL MOORSIDE ROAD URMSTON MANCHESTER GREATER MANCHESTER M41 5SL
NT718,Independent Sector H/c Provider Site - PRESTON BUSINESS CENTRE - SHAROE GREEN (NT718),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,WATLING STREET ROAD FULWOOD PRESTON LANCASHIRE PR2 8DY
NT719,Independent Sector H/c Provider Site - ROSSENDALE HOSPITAL (NT719),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,HASLINGDEN ROAD ROSSENDALE LANCASHIRE BB4 6NE
NT720,Independent Sector H/c Provider Site - ROYAL LANCASTER INFIRMARY (NT720),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,ASHTON ROAD LANCASTER LANCASHIRE LA1 4RP
NT721,Independent Sector H/c Provider Site - CUMBERLAND INFIRMARY - CARLISLE (NT721),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,CUMBERLAND INFIRMARY NEWTOWN ROAD CARLISLE CUMBRIA CA2 7HY
NT722,Independent Sector H/c Provider Site - ST CATHERINE'S GENERAL HOSPITAL (NT722),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2005,N/A,CHURCH ROAD BIRKENHEAD MERSEYSIDE CH42 0LQ
NT723,Independent Sector H/c Provider Site - HALTON DISTRICT HOSPITAL (NT723),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2005,N/A,HALTON RUNCORN CHESHIRE WA7 2DA
NT725,Independent Sector H/c Provider Site - MACCLESFIELD LEISURE CENTRE (NT725),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2005,N/A,PRIORY LANE MACCLESFIELD CHESHIRE SK10 4AF
NT726,Independent Sector H/c Provider Site - BICESTER COMMUNITY HOSPITAL - CHERWELL VALE (NT726),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/4/2005,N/A,KINGS END BICESTER OXFORDSHIRE OX26 6DU
NTA01,Independent Sector H/c Provider Site - ECCLESHILL NHS TREATMENT CENTRE (NTA01),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q32 YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,1/10/2004,30/06/2012,HARROGATE ROAD BRADFORD WEST YORKSHIRE BD10 0EP
NTA03,Independent Sector H/c Provider Site - THE MIDLANDS NHS TREATMENT CENTRE (NTA03),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/4/2006,N/A,BELVEDERE ROAD BURTON-ON-TRENT STAFFORDSHIRE DE13 0RB
NTA04,Independent Sector H/c Provider Site - NOTTINGHAM NHS TREATMENT CENTRE (NATIONS HEALTHCARE) (NTA04),Y60 MIDLANDS COMMISSIONING REGION,QT1 NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1/10/2007,N/A,LISTER ROAD NOTTINGHAM NOTTINGHAMSHIRE NG7 2FT
NTC01,Independent Sector H/c Provider Site - SHEPTON MALLET NHS TREATMENT CENTRE (NTC01),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/10/2004,31/01/2016,OLD WELLS ROAD SHEPTON MALLET SOMERSET BA4 4LP
NTC02,Independent Sector H/c Provider Site - EMERSONS GREEN NHS TREATMENT CENTRE (NTC02),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2009,31/01/2016,THE BROOMS EMERSONS GREEN BRISTOL AVON BS16 7FH
NTC03,Independent Sector H/c Provider Site - DEVIZES NHS TREATMENT CENTRE (NTC03),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q82 NHS ENGLAND SOUTH (SOUTH CENTRAL),1/4/2009,31/01/2016,MARSHALL ROAD DEVIZES WILTSHIRE SN10 3UF
NTC04,Independent Sector H/c Provider Site - CIRENCESTER NHS TREATMENT CENTRE (NTC04),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q82 NHS ENGLAND SOUTH (SOUTH CENTRAL),1/4/2009,31/01/2016,TETBURY ROAD CIRENCESTER GLOUCESTERSHIRE GL7 1UY
NTC05,Independent Sector H/c Provider Site - PENINSULA NHS TREATMENT CENTRE (NTC05),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2010,31/01/2016,20 BREST ROAD PLYMOUTH DEVON PL6 5XP
NTC09,Independent Sector H/c Provider Site - GLOUCESTER HEALTH ACCESS CENTRE (NTC09),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q82 NHS ENGLAND SOUTH (SOUTH CENTRAL),1/4/2013,31/01/2016,EASTGATE HOUSE 121-131 EASTGATE STREET GLOUCESTER GLOUCESTERSHIRE GL1 1PX
NTD01,Independent Sector H/c Provider Site - KIDDERMINSTER NHS TREATMENT CENTRE (NTD01),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q34 WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,1/10/2004,31/03/2010,KIDDERMINSTER GENERAL HOSPITAL BEWDLEY ROAD KIDDERMINSTER WORCESTERSHIRE DY11 6RJ
NTD02,Independent Sector H/c Provider Site - THE CHESHIRE & MERSEYSIDE NHS TREATMENT CENTRE (NTD02),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2006,N/A,EARLS WAY RUNCORN CHESHIRE WA7 2HH
NTE02,Independent Sector H/c Provider Site - ST HUGH'S HOSPITAL (NTE02),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,16/05/2005,N/A,PEAKS LANE GRIMSBY SOUTH HUMBERSIDE DN32 9RP
NTE03,Independent Sector H/c Provider Site - CLAREMONT HOSPITAL (NTE03),Y51 THE NORTH MIDLANDS AND EAST PROGRAMME FOR IT (NMEPFIT),Q32 YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,16/05/2005,31/03/2012,401 SANDYGATE ROAD SHEFFIELD SOUTH YORKSHIRE S10 5UB
NTF01,Independent Sector H/c Provider Site - ABBEY GISBURNE PARK HOSPITAL (NTF01),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,GISBURN PARK ESTATE GISBURN CLITHEROE LANCASHIRE BB7 4HX
NTH01,Independent Sector H/c Provider Site - DUNEDIN HOSPITAL (NTH01),Y59 SOUTH EAST COMMISSIONING REGION,"QU9 NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1/4/2005,N/A,16 BATH ROAD READING BERKSHIRE RG1 6NS
NTH03,Independent Sector H/c Provider Site - ST SAVIOUR'S HOSPITAL (NTH03),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2005,N/A,73 SEABROOK ROAD HYTHE KENT CT21 5BU
NTH04,Independent Sector H/c Provider Site - REGENCY HOSPITAL (NTH04),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2005,N/A,WEST STREET MACCLESFIELD CHESHIRE SK11 8DW
NTH05,Independent Sector H/c Provider Site - FYLDE COAST HOSPITAL (NTH05),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2005,N/A,ST. WALBURGAS ROAD BLACKPOOL LANCASHIRE FY3 8BP
NTH06,Independent Sector H/c Provider Site - ELLAND HOSPITAL (NTH06),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2005,N/A,ELLAND LANE ELLAND WEST YORKSHIRE HX5 9EB
